Word,Frequency,Frequency in %,Most common word,Count of most common word,Rarest word,Count of rarest word
в, 76, 7.14%, в, 76, recursor, 1
16, 1, 0.09%
делается, 1, 0.09%
отслеживает, 1, 0.09%
flood, 1, 0.09%
quality, 1, 0.09%
правило, 1, 0.09%
компьютеров, 1, 0.09%
можете, 1, 0.09%
записи, 1, 0.09%
дать, 1, 0.09%
английским, 1, 0.09%
отправляемых, 1, 0.09%
применения, 1, 0.09%
во, 1, 0.09%
узлов, 1, 0.09%
уже, 1, 0.09%
реализуется, 1, 0.09%
очередь, 1, 0.09%
устройствами, 1, 0.09%
пары, 1, 0.09%
сегменты, 1, 0.09%
узнать, 1, 0.09%
байтам, 1, 0.09%
функции, 1, 0.09%
простой, 1, 0.09%
используют, 1, 0.09%
устройства, 1, 0.09%
свой, 1, 0.09%
личном, 1, 0.09%
браузеры, 1, 0.09%
устройстве, 1, 0.09%
перед, 1, 0.09%
опционально, 1, 0.09%
зарегистрированные, 1, 0.09%
устройству, 1, 0.09%
файл, 1, 0.09%
устройством, 1, 0.09%
предпочтительно, 1, 0.09%
специальном, 1, 0.09%
участвуют, 1, 0.09%
двух, 1, 0.09%
отправка, 1, 0.09%
коммуникационной, 1, 0.09%
authoritative, 1, 0.09%
собственный, 1, 0.09%
ричных, 1, 0.09%
отправки, 1, 0.09%
соседние, 1, 0.09%
числе, 1, 0.09%
число, 1, 0.09%
discord, 1, 0.09%
отправку, 1, 0.09%
факт, 1, 0.09%
открывается, 1, 0.09%
учетную, 1, 0.09%
контроль, 1, 0.09%
злоумышленники, 1, 0.09%
сравнить, 1, 0.09%
данной, 1, 0.09%
данное, 1, 0.09%
путь, 1, 0.09%
ущерб, 1, 0.09%
сталкиваемся, 1, 0.09%
интерфейсами, 1, 0.09%
70, 1, 0.09%
свойства, 1, 0.09%
пути, 1, 0.09%
составляет, 1, 0.09%
стандартам, 1, 0.09%
авторизации, 1, 0.09%
коллеги, 1, 0.09%
разрядной, 1, 0.09%
пользователей, 1, 0.09%
1xx, 1, 0.09%
отправит, 1, 0.09%
тысяч, 1, 0.09%
надежность, 1, 0.09%
документе, 1, 0.09%
80, 1, 0.09%
передающий, 1, 0.09%
незащищенность, 1, 0.09%
подсети, 1, 0.09%
им, 1, 0.09%
указание, 1, 0.09%
49152, 1, 0.09%
синхронизацию, 1, 0.09%
49151, 1, 0.09%
стандартную, 1, 0.09%
99, 1, 0.09%
следования, 1, 0.09%
данная, 1, 0.09%
защищенный, 1, 0.09%
называемая, 1, 0.09%
сегментов, 1, 0.09%
терминала, 1, 0.09%
демоном, 1, 0.09%
принимаемые, 1, 0.09%
применяемым, 1, 0.09%
ограничивает, 1, 0.09%
собирать, 1, 0.09%
устаревают, 1, 0.09%
управление, 1, 0.09%
принтера, 1, 0.09%
восьми, 1, 0.09%
обеспечивают, 1, 0.09%
get, 1, 0.09%
следующий, 1, 0.09%
правил, 1, 0.09%
открывает, 1, 0.09%
знаний, 1, 0.09%
ли, 1, 0.09%
создания, 1, 0.09%
случае, 1, 0.09%
дробление, 1, 0.09%
считают, 1, 0.09%
доменное, 1, 0.09%
первоначально, 1, 0.09%
понять, 1, 0.09%
правильные, 1, 0.09%
трехзначные, 1, 0.09%
сбора, 1, 0.09%
подтверждение, 1, 0.09%
сетевые, 1, 0.09%
надежный, 1, 0.09%
обеспечения, 1, 0.09%
примерно, 1, 0.09%
передаваемые, 1, 0.09%
упомянуть, 1, 0.09%
разбиваются, 1, 0.09%
пытаясь, 1, 0.09%
управляющих, 1, 0.09%
транслирует, 1, 0.09%
разрешение, 1, 0.09%
домены, 1, 0.09%
маршрута, 1, 0.09%
устаревшие, 1, 0.09%
выдается, 1, 0.09%
стека, 1, 0.09%
запросе, 1, 0.09%
расти, 1, 0.09%
проблем, 1, 0.09%
управляющий, 1, 0.09%
запросу, 1, 0.09%
datagram, 1, 0.09%
локальном, 1, 0.09%
ней, 1, 0.09%
места, 1, 0.09%
об, 1, 0.09%
заключение, 1, 0.09%
формат, 1, 0.09%
нет, 1, 0.09%
месте, 1, 0.09%
доступной, 1, 0.09%
настройка, 1, 0.09%
используете, 1, 0.09%
death, 1, 0.09%
пересылку, 1, 0.09%
названием, 1, 0.09%
пересылки, 1, 0.09%
используя, 1, 0.09%
дает, 1, 0.09%
сотни, 1, 0.09%
использую, 1, 0.09%
принимать, 1, 0.09%
informational, 1, 0.09%
значительно, 1, 0.09%
уровню, 1, 0.09%
возможность, 1, 0.09%
redirection, 1, 0.09%
передавать, 1, 0.09%
работоспособности, 1, 0.09%
уровнях, 1, 0.09%
видеоконференциях, 1, 0.09%
демон, 1, 0.09%
сообщать, 1, 0.09%
потоков, 1, 0.09%
очень, 1, 0.09%
передаваемых, 1, 0.09%
recursor, 1, 0.09%
